latitude,longitude,temperature_celsius,condition_text,wind_mph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,visibility_miles,uv_index,gust_mph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_phase,moon_illumination
20.73,77.0,23.8,1.0,13.9,277,13.0,1005.0,29.66,0.0,0.0,90,80,26.1,6.0,1.0,20.4,247.0,14.7,9.8,10.1,9.1,11.2,1,1,3.0,14
19.27,76.78,23.4,0.0,13.0,291,14.0,1005.0,29.69,0.0,0.0,82,11,25.4,6.0,1.0,20.1,240.3,21.5,3.0,1.5,6.9,9.7,1,1,3.0,14
20.4,78.13,24.7,1.0,12.3,282,14.0,1004.0,29.64,0.0,0.0,86,69,27.1,6.0,1.0,17.2,277.0,24.0,11.8,20.5,25.9,31.0,2,3,3.0,14
19.15,77.33,23.0,0.0,11.4,290,14.0,1005.0,29.68,0.0,0.0,88,14,25.2,6.0,1.0,19.2,250.3,20.4,3.8,2.2,6.6,9.0,1,1,3.0,14
20.9,74.78,24.5,0.0,8.5,270,13.0,1005.0,29.69,0.0,0.0,77,10,26.4,6.0,1.0,12.5,198.6,35.4,0.5,0.2,2.8,4.8,1,1,3.0,14
17.68,73.98,19.2,9.0,5.1,269,13.0,1008.0,29.78,0.0,0.0,97,72,19.2,1.0,1.0,8.3,190.3,26.8,0.5,0.2,3.7,5.0,1,1,3.0,14
16.87,74.57,20.8,1.0,8.3,255,15.0,1008.0,29.76,0.0,0.0,96,80,20.8,6.0,1.0,12.5,205.3,21.8,1.4,0.5,3.1,4.5,1,1,3.0,14
19.72,77.15,22.5,0.0,10.1,283,14.0,1005.0,29.68,0.0,0.0,90,22,24.9,6.0,1.0,16.8,240.3,17.5,3.2,1.5,5.4,6.9,1,1,3.0,14
18.53,73.87,20.8,9.0,6.3,261,13.0,1008.0,29.76,0.0,0.0,95,74,20.8,1.0,1.0,8.9,217.0,22.9,3.5,3.1,7.4,10.9,1,1,3.0,14
20.93,77.75,24.1,1.0,13.6,271,13.0,1004.0,29.64,0.0,0.0,87,79,26.3,6.0,1.0,21.0,293.7,37.9,4.5,9.2,28.2,34.5,2,3,3.0,14
21.37,74.25,23.6,16.0,17.4,259,13.0,1005.0,29.69,0.0,0.0,90,56,25.9,6.0,1.0,25.1,203.6,25.0,3.1,3.9,7.8,13.3,1,1,3.0,14
16.98,73.3,25.5,16.0,6.9,294,14.0,1007.0,29.75,0.0,0.0,86,57,28.3,6.0,1.0,11.2,195.3,35.1,0.1,0.4,7.0,8.6,1,1,3.0,14
20.75,78.62,26.0,9.0,4.3,300,14.0,1004.0,29.65,0.0,0.0,89,75,28.9,1.0,1.0,15.2,300.4,29.7,6.8,6.7,21.0,26.2,2,2,3.0,14
20.53,76.18,23.0,0.0,11.0,270,13.0,1005.0,29.69,0.0,0.0,90,24,25.3,6.0,1.0,14.5,217.0,24.0,0.9,0.2,4.1,5.8,1,1,3.0,14
21.05,76.53,23.6,1.0,13.4,280,13.0,1005.0,29.66,0.0,0.0,89,72,25.8,6.0,1.0,20.4,240.3,17.9,5.9,4.6,6.6,8.5,1,1,3.0,14
21.17,79.65,23.6,1.0,4.0,263,13.0,1003.0,29.61,0.0,0.0,92,84,25.9,6.0,1.0,7.6,423.9,14.0,9.9,7.2,16.8,23.3,2,2,3.0,14
18.98,75.77,22.3,16.0,8.5,267,13.0,1007.0,29.72,0.0,0.0,90,27,24.7,6.0,1.0,13.4,307.1,15.0,9.5,3.2,11.4,16.5,1,1,3.0,14
19.83,75.88,22.4,0.0,13.2,282,14.0,1006.0,29.71,0.0,0.0,81,20,24.7,6.0,1.0,20.6,237.0,14.1,7.0,4.7,7.7,9.8,1,1,3.0,14
19.2,72.97,28.0,9.0,6.9,270,13.0,1006.0,29.71,0.0,0.0,89,50,32.8,1.0,1.0,11.2,208.6,29.7,2.6,3.3,10.0,19.0,1,1,3.0,14
19.68,72.75,26.4,16.0,8.9,258,15.0,1007.0,29.72,0.0,0.0,85,33,29.7,6.0,1.0,14.1,185.3,29.3,0.4,0.5,9.0,15.1,1,1,3.0,14
18.98,72.83,28.0,9.0,6.9,270,13.0,1006.0,29.71,0.0,0.0,89,50,32.3,1.0,1.0,20.6,257.0,28.6,6.7,8.8,11.7,18.7,1,1,3.0,14
21.15,79.1,26.0,9.0,4.3,300,14.0,1004.0,29.65,0.0,0.0,89,75,29.2,1.0,1.0,11.6,280.4,45.1,3.6,3.3,11.7,16.8,1,1,3.0,14
19.8,85.85,26.0,9.0,2.2,310,7.0,1001.0,29.56,0.0,0.0,100,25,29.3,2.0,1.0,12.3,540.7,17.2,5.5,1.1,20.1,22.9,2,2,3.0,14
20.85,85.1,23.4,9.0,4.0,298,14.0,1001.0,29.57,0.0,0.0,95,95,25.9,1.0,1.0,8.5,317.1,9.6,2.7,0.4,6.5,7.6,1,1,3.0,14
18.82,82.72,20.7,2.0,6.7,273,13.0,1004.0,29.65,0.0,0.0,98,100,20.7,0.0,1.0,9.8,257.0,20.7,3.1,1.2,4.8,5.0,1,1,3.0,14
21.33,83.62,24.3,9.0,4.3,232,12.0,1001.0,29.57,0.0,0.0,96,66,27.1,1.0,1.0,7.4,403.9,26.1,4.9,2.0,12.7,14.0,1,2,3.0,14
20.27,86.17,26.0,9.0,2.2,310,7.0,1001.0,29.56,0.0,0.0,100,25,29.8,2.0,1.0,8.3,580.8,11.4,8.7,3.3,27.7,32.8,2,3,3.0,14
20.18,85.62,26.0,9.0,2.2,310,7.0,1001.0,29.56,0.0,0.0,100,25,29.7,2.0,1.0,8.1,440.6,19.0,3.8,0.7,13.2,16.2,1,2,3.0,14
21.94,86.72,26.1,1.0,2.2,186,8.0,1001.0,29.55,0.0,0.0,89,68,29.5,6.0,1.0,4.0,460.6,6.2,7.4,1.5,16.9,25.3,2,2,3.0,14
18.35,81.9,23.0,2.0,2.5,207,11.0,1003.0,29.62,0.0,0.0,98,100,25.5,0.0,1.0,3.8,243.7,16.1,1.5,1.4,7.0,7.3,1,1,3.0,14
21.49,86.93,26.7,16.0,2.9,298,14.0,1001.0,29.54,0.0,0.0,91,27,31.0,6.0,1.0,4.9,687.6,10.5,17.3,9.1,30.2,37.3,2,3,3.0,14
21.45,83.97,24.5,9.0,3.8,201,11.0,1001.0,29.56,0.0,0.0,95,44,27.4,1.0,1.0,6.7,343.8,42.2,3.3,1.5,11.2,11.9,1,1,3.0,14
20.67,85.6,26.0,9.0,2.2,310,7.0,1001.0,29.56,0.0,0.0,100,25,29.8,2.0,1.0,7.2,580.8,12.3,6.9,2.0,37.9,41.8,2,4,3.0,14
20.13,85.1,26.6,0.0,3.8,333,6.0,1000.0,29.53,0.0,0.0,89,24,30.6,6.0,1.0,6.3,454.0,9.3,2.7,0.5,20.5,22.3,2,2,3.0,14
20.5,85.83,26.0,9.0,2.2,310,7.0,1001.0,29.56,0.0,0.0,100,25,29.8,2.0,1.0,7.2,580.8,12.3,6.9,2.0,37.9,41.8,2,4,3.0,14
20.83,84.32,23.4,9.0,4.0,298,14.0,1001.0,29.57,0.0,0.0,95,95,25.9,1.0,1.0,8.5,317.1,9.6,2.7,0.4,6.5,7.6,1,1,3.0,14
20.5,86.42,27.9,0.0,5.8,354,3.0,1000.0,29.53,0.0,0.0,87,25,33.2,6.0,1.0,8.9,594.1,32.5,13.2,3.7,28.3,30.8,2,3,3.0,14
19.32,84.78,26.7,16.0,4.7,328,6.0,1000.0,29.53,0.0,0.0,89,36,30.8,6.0,1.0,8.1,547.4,2.8,7.5,1.7,27.0,32.2,2,3,3.0,14
22.12,84.03,25.4,16.0,3.8,219,12.0,1001.0,29.56,0.0,0.0,90,27,28.4,6.0,1.0,6.7,440.6,16.3,14.9,19.1,30.3,31.7,2,3,3.0,14
21.05,86.52,27.0,16.0,3.8,321,7.0,1000.0,29.54,0.0,0.0,90,31,31.6,6.0,1.0,6.3,594.1,14.8,6.4,1.0,27.7,31.3,2,3,3.0,14
21.85,84.03,24.8,16.0,3.6,234,12.0,1001.0,29.56,0.0,0.0,92,29,27.5,6.0,1.0,6.7,410.6,34.7,5.1,3.9,29.1,30.2,2,3,3.0,14
19.17,83.42,23.0,9.0,4.5,310,7.0,1002.0,29.6,0.0,0.0,95,56,25.4,1.0,1.0,7.4,277.0,15.2,3.6,0.8,6.0,6.6,1,1,3.0,14
20.72,83.48,24.3,9.0,5.1,215,12.0,1002.0,29.58,0.0,0.0,95,74,27.1,1.0,1.0,7.6,297.1,21.1,2.6,0.6,7.6,8.2,1,1,3.0,14
28.13,75.4,25.8,0.0,6.0,166,10.0,1001.0,29.56,0.0,0.0,79,13,28.1,6.0,1.0,10.7,487.3,69.4,4.0,3.6,29.4,33.3,2,3,3.0,14
26.92,70.9,25.7,0.0,21.3,221,12.0,1000.0,29.53,0.0,0.0,73,0,27.5,6.0,1.0,29.8,217.0,36.8,1.9,3.1,16.0,67.7,2,2,3.0,14
27.62,75.15,25.3,0.0,4.5,162,10.0,1002.0,29.58,0.0,0.0,82,17,27.6,6.0,1.0,8.3,447.3,80.8,3.6,2.9,34.0,38.2,2,3,3.0,14
29.58,74.32,28.2,0.0,7.4,151,10.0,1000.0,29.53,0.0,0.0,66,10,30.8,6.0,1.0,13.0,507.4,108.7,2.1,4.5,44.3,55.2,3,5,3.0,14
27.2,73.73,28.3,0.0,12.8,219,12.0,1001.0,29.55,0.0,0.0,56,7,29.8,6.0,1.0,20.1,230.3,75.8,1.8,2.9,17.1,54.4,2,2,3.0,14
25.75,71.38,25.3,0.0,16.1,241,15.0,1001.0,29.56,0.0,0.0,75,4,27.2,6.0,1.0,22.1,193.6,39.0,0.5,0.1,9.0,29.7,1,1,3.0,14
29.92,73.88,28.5,0.0,8.1,144,9.0,1000.0,29.52,0.0,0.0,62,8,30.7,6.0,1.0,14.8,474.0,101.6,2.2,2.6,42.9,50.0,3,5,3.0,14
26.29,73.03,27.0,0.0,15.0,232,12.0,1001.0,29.57,0.0,0.0,66,14,28.9,6.0,1.0,20.4,200.3,36.8,2.1,3.2,20.4,93.4,2,2,3.0,14
28.3,74.95,26.8,0.0,8.7,162,10.0,1001.0,29.55,0.0,0.0,74,7,29.3,6.0,1.0,14.8,480.7,95.8,3.3,8.4,47.9,55.2,3,5,3.0,14
28.02,73.3,31.0,0.0,8.7,174,8.0,1000.0,29.52,0.0,0.0,43,13,31.9,6.0,1.0,15.4,297.1,75.8,2.8,3.3,38.5,119.3,2,4,3.0,14
24.03,74.78,22.9,0.0,16.8,252,15.0,1003.0,29.63,0.0,0.0,86,21,25.1,6.0,1.0,27.1,280.4,31.8,3.2,1.5,9.4,21.8,1,1,3.0,14
25.35,74.63,24.7,0.0,5.8,243,15.0,1002.0,29.6,0.0,0.0,68,21,26.3,6.0,1.0,10.7,250.3,45.1,3.0,1.0,10.8,32.7,1,1,3.0,14
26.17,75.78,26.6,10.0,5.1,323,7.0,1001.0,29.56,3.6,0.14,81,74,29.7,4.0,1.0,9.6,487.3,18.4,6.6,0.4,27.1,32.5,2,3,3.0,14
25.44,75.64,25.4,16.0,6.7,273,13.0,1001.0,29.56,0.0,0.0,76,35,27.3,6.0,1.0,13.9,390.5,12.0,9.4,0.8,29.2,55.2,2,3,3.0,14
26.92,75.82,27.0,9.0,2.2,4,3.0,1004.0,29.65,0.0,0.0,84,50,31.1,2.0,1.0,7.2,794.4,34.0,20.2,16.7,43.3,49.7,3,5,3.0,14
25.18,75.83,25.5,16.0,8.3,270,13.0,1001.0,29.56,0.0,0.0,72,36,27.2,6.0,1.0,17.2,287.1,41.5,4.1,1.6,16.0,41.1,2,2,3.0,14
25.77,73.33,26.1,0.0,15.7,225,12.0,1002.0,29.6,0.0,0.0,72,15,28.1,6.0,1.0,21.9,196.9,49.4,1.0,1.5,28.7,142.8,2,3,3.0,14
25.07,73.88,23.1,0.0,9.4,256,15.0,1003.0,29.62,0.0,0.0,81,25,25.2,6.0,1.0,16.1,196.9,38.3,1.4,0.4,8.5,34.2,1,1,3.0,14
26.45,74.63,25.3,0.0,12.3,262,13.0,1002.0,29.58,0.0,0.0,65,15,26.7,6.0,1.0,19.7,230.3,53.6,2.5,2.2,16.0,70.9,2,2,3.0,14
27.22,77.48,25.3,1.0,3.1,34,4.0,1001.0,29.55,0.0,0.0,93,75,28.5,6.0,1.0,4.7,781.1,20.0,14.7,6.0,63.7,68.4,3,8,3.0,14
23.83,73.72,23.8,16.0,14.3,254,15.0,1004.0,29.64,0.0,0.0,84,40,25.9,6.0,1.0,23.3,198.6,33.6,1.2,0.3,5.5,17.8,1,1,3.0,14
24.88,74.63,23.8,16.0,8.5,221,12.0,1003.0,29.61,0.0,0.0,75,37,25.6,6.0,1.0,15.2,237.0,43.6,3.0,0.7,8.2,25.0,1,1,3.0,14
27.72,75.48,25.1,0.0,6.3,188,8.0,1001.0,29.57,0.0,0.0,81,16,27.3,6.0,1.0,11.9,480.7,70.1,5.2,3.3,38.8,43.4,2,4,3.0,14
25.35,72.62,25.3,16.0,11.6,228,12.0,1003.0,29.62,0.0,0.0,80,44,27.6,6.0,1.0,16.3,195.3,36.1,0.9,0.6,12.8,49.2,1,2,3.0,14
26.88,76.33,27.0,9.0,2.2,13,5.0,1004.0,29.65,0.0,0.0,84,50,31.9,2.0,1.0,4.7,600.8,28.3,6.9,2.1,42.9,47.1,3,5,3.0,14
24.88,72.87,25.3,16.0,11.6,228,12.0,1003.0,29.62,0.0,0.0,80,44,27.6,6.0,1.0,16.3,195.3,36.1,0.9,0.6,12.8,49.2,1,2,3.0,14
11.13,79.08,29.0,9.0,13.6,280,13.0,1006.0,29.71,0.0,0.0,70,75,36.0,2.0,1.0,17.9,233.7,26.1,3.7,1.7,1.8,3.2,1,1,3.0,14
9.87,78.48,25.4,16.0,4.9,201,11.0,1007.0,29.75,0.0,0.0,82,31,27.8,6.0,1.0,8.1,534.1,1.7,12.0,0.9,15.8,23.6,2,2,3.0,14
10.8,79.15,29.0,9.0,13.6,280,13.0,1006.0,29.71,0.0,0.0,70,75,35.7,2.0,1.0,13.6,237.0,27.2,4.0,3.4,1.9,3.1,1,1,3.0,14
12.22,79.07,26.6,16.0,8.9,267,13.0,1006.0,29.72,0.0,0.0,62,29,28.0,6.0,1.0,14.5,320.4,18.2,6.1,1.5,3.2,4.6,1,1,3.0,14
9.38,78.83,26.9,16.0,13.4,217,12.0,1008.0,29.76,0.0,0.0,71,46,29.2,6.0,1.0,18.6,253.7,24.3,5.0,1.8,2.8,4.0,1,1,3.0,14
8.73,77.7,26.1,16.0,7.8,266,13.0,1008.0,29.78,0.0,0.0,73,56,28.2,6.0,1.0,10.5,227.0,26.8,3.4,0.6,1.6,2.5,1,1,3.0,14
10.77,79.65,25.3,1.0,13.0,205,11.0,1007.0,29.73,0.0,0.0,87,86,28.1,6.0,1.0,19.5,323.8,19.5,8.1,3.3,5.2,8.1,1,1,3.0,14
10.81,78.69,29.0,9.0,13.6,280,13.0,1006.0,29.71,0.0,0.0,70,75,33.4,2.0,1.0,11.6,227.0,26.5,3.0,1.3,1.8,3.3,1,1,3.0,14
11.1,77.35,23.0,9.0,10.5,230,12.0,1010.0,29.83,0.0,0.0,94,75,25.1,2.0,1.0,21.9,267.0,17.5,5.4,3.6,3.6,5.0,1,1,3.0,14
11.65,78.17,22.0,0.0,3.8,229,12.0,1008.0,29.77,0.0,0.0,89,22,24.5,6.0,1.0,6.7,447.3,6.2,13.2,3.1,14.3,18.9,1,2,3.0,14
9.93,78.12,25.4,16.0,4.0,240,15.0,1008.0,29.76,0.0,0.0,72,44,27.1,6.0,1.0,6.7,290.4,14.3,6.4,1.5,4.7,7.3,1,1,3.0,14
11.23,78.88,29.0,9.0,13.6,280,13.0,1006.0,29.71,0.0,0.0,70,75,33.4,2.0,1.0,13.9,227.0,26.5,3.0,1.3,1.8,3.3,1,1,3.0,14
10.35,77.95,23.7,16.0,2.7,187,8.0,1008.0,29.78,0.0,0.0,75,46,25.6,6.0,1.0,4.5,343.8,3.3,5.4,0.6,8.5,16.8,1,1,3.0,14
10.95,78.08,26.0,0.0,13.9,269,13.0,1008.0,29.75,0.0,0.0,70,22,27.7,6.0,1.0,21.0,205.3,29.3,1.9,0.8,1.3,2.1,1,1,3.0,14
12.13,78.17,22.8,16.0,13.0,271,13.0,1008.0,29.77,0.0,0.0,76,26,24.9,6.0,1.0,19.2,253.7,24.3,4.5,1.9,2.2,3.1,1,1,3.0,14
11.23,78.17,23.3,0.0,5.1,232,12.0,1008.0,29.77,0.0,0.0,87,19,25.4,6.0,1.0,7.6,383.9,6.6,10.6,3.2,10.0,14.9,1,1,3.0,14
28.83,78.78,24.4,16.0,2.2,81,0.0,1001.0,29.56,0.0,0.0,85,29,26.5,6.0,1.0,1.8,1108.2,0.1,18.9,3.8,76.6,82.3,4,10,3.0,14
28.58,78.55,24.5,16.0,3.8,115,2.0,1001.0,29.56,0.0,0.0,82,27,26.5,6.0,1.0,7.6,734.3,9.3,9.7,2.9,34.9,39.7,2,3,3.0,14
28.05,79.12,24.1,1.0,5.1,103,2.0,1001.0,29.56,0.0,0.0,87,71,26.3,6.0,1.0,9.4,640.9,14.8,9.9,5.7,25.6,28.9,2,3,3.0,14
27.58,81.6,24.2,10.0,4.5,201,11.0,1001.0,29.55,3.6,0.14,96,66,27.0,4.0,1.0,7.8,540.7,24.3,4.9,1.6,18.2,19.9,2,2,3.0,14
28.72,77.78,24.6,0.0,4.3,117,2.0,1001.0,29.56,0.0,0.0,83,20,26.7,6.0,1.0,8.3,894.6,5.6,15.6,6.1,47.5,56.5,3,5,3.0,14
27.57,80.68,23.7,9.0,7.6,93,0.0,1001.0,29.56,0.0,0.0,95,60,26.2,1.0,1.0,16.1,707.6,17.2,8.3,2.5,25.4,27.3,2,3,3.0,14
28.98,77.7,24.7,0.0,3.1,108,2.0,1001.0,29.56,0.0,0.0,79,11,26.6,6.0,1.0,6.3,854.5,7.2,15.3,7.2,47.8,55.9,3,5,3.0,14
27.88,78.08,24.6,16.0,4.7,79,0.0,1001.0,29.56,0.0,0.0,90,51,27.1,6.0,1.0,8.1,867.8,7.9,13.0,4.2,54.4,58.8,3,7,3.0,14
28.4,77.85,24.5,0.0,4.9,113,2.0,1001.0,29.56,0.0,0.0,86,24,26.8,6.0,1.0,9.4,807.8,11.4,11.1,4.3,45.9,50.5,3,5,3.0,14
29.15,78.27,24.3,0.0,2.2,1,3.0,1001.0,29.56,0.0,0.0,85,17,26.4,6.0,1.0,2.9,1415.3,0.0,10.1,2.2,111.2,116.0,4,10,3.0,14
28.95,77.22,26.0,9.0,2.5,110,2.0,1002.0,29.59,0.0,0.0,94,50,28.8,1.0,1.0,8.3,1068.1,0.2,37.0,28.4,80.3,105.2,4,10,3.0,14
27.9,80.8,24.5,15.0,5.4,139,9.0,1001.0,29.56,0.0,0.0,87,100,26.8,6.0,1.0,10.7,547.4,29.0,4.3,1.2,17.4,18.7,2,2,3.0,14
28.82,79.03,24.5,16.0,2.2,71,1.0,1001.0,29.56,0.0,0.0,85,28,26.7,6.0,1.0,0.9,881.2,1.6,11.8,2.4,42.8,45.8,3,5,3.0,14
28.35,79.42,24.2,16.0,3.4,130,9.0,1001.0,29.56,0.0,0.0,82,44,26.2,6.0,1.0,6.5,647.5,12.5,9.1,3.7,25.7,28.7,2,3,3.0,14
27.5,77.68,25.0,16.0,3.6,57,1.0,1001.0,29.56,0.0,0.0,92,58,27.9,6.0,1.0,5.6,847.8,18.6,13.2,6.4,82.7,87.3,4,10,3.0,14
27.63,78.67,24.5,1.0,5.1,73,1.0,1001.0,29.56,0.0,0.0,91,70,27.0,6.0,1.0,8.5,687.6,11.8,18.9,16.5,49.7,50.9,3,6,3.0,14
27.12,80.15,23.6,16.0,8.1,60,1.0,1001.0,29.55,0.0,0.0,94,58,26.0,6.0,1.0,14.1,821.1,11.8,10.2,2.6,25.7,26.9,2,3,3.0,14
22.07,88.44,26.5,0.0,2.2,109,2.0,1001.0,29.57,0.0,0.0,91,22,30.6,6.0,1.0,4.0,487.3,18.6,12.3,9.3,16.5,23.5,2,2,3.0,14
27.88,79.92,23.7,1.0,5.8,83,0.0,1001.0,29.56,0.0,0.0,93,85,26.1,6.0,1.0,11.0,607.5,25.8,6.9,4.9,20.8,22.1,2,2,3.0,14
27.4,79.57,23.7,9.0,5.8,78,1.0,1001.0,29.55,0.0,0.0,94,72,26.1,1.0,1.0,10.5,754.4,18.4,8.7,2.4,23.5,24.4,2,2,3.0,14
27.07,79.92,23.6,16.0,8.1,60,1.0,1001.0,29.55,0.0,0.0,94,58,26.0,6.0,1.0,14.1,821.1,11.8,10.2,2.6,25.7,26.9,2,3,3.0,14
28.63,79.8,24.1,16.0,2.2,10,3.0,1001.0,29.56,0.0,0.0,84,46,26.1,6.0,1.0,1.3,614.2,1.9,9.9,1.0,27.1,34.6,2,3,3.0,14
27.23,79.02,24.9,1.0,5.4,61,1.0,1001.0,29.55,0.0,0.0,92,71,27.8,6.0,1.0,8.3,787.7,19.9,9.4,2.2,32.6,33.4,2,3,3.0,14
27.15,78.42,25.1,1.0,5.1,64,1.0,1001.0,29.55,0.0,0.0,91,78,28.0,6.0,1.0,7.8,787.7,16.5,13.4,4.7,43.4,44.7,3,5,3.0,14
26.27,82.07,25.7,10.0,6.7,37,4.0,1000.0,29.52,3.6,0.14,95,56,29.6,4.0,1.0,14.5,854.5,5.6,14.2,3.6,48.4,51.3,3,6,3.0,14
26.8,82.72,26.8,16.0,2.5,87,0.0,1000.0,29.53,0.0,0.0,87,37,30.8,6.0,1.0,4.7,1134.9,11.8,17.3,6.4,70.5,74.5,4,9,3.0,14
29.45,75.68,25.7,0.0,6.3,144,9.0,1001.0,29.56,0.0,0.0,80,7,28.1,6.0,1.0,11.6,647.5,43.6,6.4,6.9,51.9,59.6,3,6,3.0,14
26.85,80.92,25.0,9.0,4.3,70,1.0,1000.0,29.53,3.6,0.14,100,75,28.4,2.0,1.0,22.8,867.8,6.4,14.1,6.9,37.3,39.3,2,4,3.0,14
26.06,83.19,28.5,16.0,4.0,91,0.0,1000.0,29.52,0.0,0.0,79,25,33.3,6.0,1.0,7.2,854.5,34.7,9.8,5.2,71.4,74.9,4,10,3.0,14
26.78,82.13,25.4,10.0,4.5,245,15.0,1001.0,29.55,3.6,0.14,97,62,29.2,4.0,1.0,7.6,974.7,6.5,16.3,4.1,53.2,55.4,3,6,3.0,14
25.75,84.17,29.8,16.0,4.9,113,2.0,1000.0,29.52,0.0,0.0,71,29,34.8,6.0,1.0,8.5,948.0,46.5,9.3,6.6,132.0,138.1,4,10,3.0,14
20.42,85.17,25.4,16.0,2.2,2,3.0,1001.0,29.55,0.0,0.0,94,31,28.7,6.0,1.0,1.1,560.8,8.5,7.8,3.9,37.8,39.9,2,4,3.0,14
25.42,82.57,26.4,16.0,4.7,225,12.0,1000.0,29.53,0.0,0.0,88,53,30.1,6.0,1.0,8.5,961.3,0.0,18.3,5.3,63.8,73.0,3,8,3.0,14
26.47,79.52,24.8,16.0,6.7,40,4.0,1000.0,29.54,0.0,0.0,92,60,27.5,6.0,1.0,10.5,787.7,1.4,18.0,3.0,46.0,48.9,3,5,3.0,14
23.2,73.87,25.0,1.0,7.8,236,15.0,1004.0,29.66,0.0,0.0,81,64,27.1,6.0,1.0,13.4,317.1,18.2,10.5,7.8,15.2,24.3,1,2,3.0,14
26.15,79.35,25.8,1.0,5.6,21,5.0,1000.0,29.53,0.0,0.0,94,70,29.4,6.0,1.0,8.3,934.6,0.9,18.9,3.2,62.4,65.6,3,8,3.0,14
25.33,83.0,26.9,16.0,5.6,237,15.0,1000.0,29.52,0.0,0.0,88,46,31.1,6.0,1.0,11.2,921.3,0.7,16.6,4.4,55.4,62.5,3,7,3.0,14
27.13,81.93,25.1,9.0,2.9,232,12.0,1001.0,29.55,0.0,0.0,96,56,28.5,1.0,1.0,5.4,821.1,12.0,10.7,3.6,35.9,38.2,2,3,3.0,14
25.73,82.68,26.7,16.0,4.0,261,13.0,1000.0,29.52,0.0,0.0,90,57,31.0,6.0,1.0,6.9,907.9,2.8,15.4,4.5,51.2,57.1,3,6,3.0,14
26.92,81.2,25.0,9.0,4.3,70,1.0,1000.0,29.53,3.6,0.14,100,75,28.3,2.0,1.0,24.2,847.8,8.0,13.2,5.6,38.8,40.9,2,4,3.0,14
25.28,79.87,26.4,16.0,5.6,270,13.0,1000.0,29.52,0.0,0.0,93,48,30.7,6.0,1.0,9.2,694.3,11.1,7.0,1.7,39.7,41.9,2,4,3.0,14
25.15,82.58,26.4,16.0,4.7,225,12.0,1000.0,29.53,0.0,0.0,88,53,30.1,6.0,1.0,8.5,961.3,0.0,18.3,5.3,63.8,73.0,3,8,3.0,14
26.5,83.79,27.9,16.0,7.4,77,1.0,1000.0,29.52,0.0,0.0,81,46,32.2,6.0,1.0,14.3,1068.1,11.6,17.1,8.9,71.6,76.6,4,10,3.0,14
26.53,80.5,25.0,9.0,4.3,70,1.0,1000.0,29.53,0.0,0.0,100,75,28.3,2.0,1.0,14.3,747.7,2.3,18.3,5.4,47.7,52.4,3,5,3.0,14
29.92,77.24,24.5,0.0,2.2,56,1.0,1001.0,29.57,0.0,0.0,86,10,26.7,6.0,1.0,2.2,821.1,12.9,12.2,3.5,69.4,80.7,4,9,3.0,14
25.94,83.56,29.3,16.0,5.6,93,0.0,999.0,29.51,0.0,0.0,75,29,34.4,6.0,1.0,9.6,921.3,36.1,11.0,6.4,103.9,108.9,4,10,3.0,14
26.22,81.23,25.6,16.0,8.9,69,1.0,1000.0,29.52,0.0,0.0,94,52,29.1,6.0,1.0,15.9,774.4,7.3,15.6,3.9,61.3,65.6,3,8,3.0,14
28.02,81.05,24.5,15.0,5.4,139,9.0,1001.0,29.56,0.0,0.0,87,100,26.8,6.0,1.0,10.7,547.4,29.0,4.3,1.2,17.4,18.7,2,2,3.0,14
28.67,77.43,26.0,9.0,2.5,110,2.0,1002.0,29.59,0.0,0.0,94,50,28.7,1.0,1.0,6.3,894.6,7.5,17.8,11.3,50.1,63.4,3,6,3.0,14
29.47,77.68,24.5,0.0,2.2,52,4.0,1001.0,29.56,0.0,0.0,86,11,26.7,6.0,1.0,2.2,921.3,8.8,12.5,4.2,84.4,92.8,4,10,3.0,14
24.7,84.98,28.9,16.0,4.3,203,11.0,1000.0,29.53,0.0,0.0,72,33,32.8,6.0,1.0,6.9,1094.8,6.8,13.4,6.0,123.7,131.6,4,10,3.0,14
29.97,77.55,24.7,0.0,3.6,359,3.0,1001.0,29.57,0.0,0.0,87,18,27.1,6.0,1.0,6.9,1081.5,0.4,11.7,2.7,89.3,102.7,4,10,3.0,14
26.77,79.03,24.6,16.0,6.3,48,4.0,1000.0,29.54,0.0,0.0,92,53,27.3,6.0,1.0,9.8,894.6,6.3,14.2,3.3,36.7,37.9,2,4,3.0,14
27.18,78.02,25.4,1.0,4.0,63,1.0,1001.0,29.55,0.0,0.0,91,74,28.5,6.0,1.0,6.0,801.1,11.4,19.4,14.8,56.9,59.3,3,7,3.0,14
11.75,79.75,26.4,16.0,16.3,226,12.0,1006.0,29.71,0.0,0.0,76,60,28.9,6.0,1.0,24.4,407.2,6.9,24.3,13.8,25.1,29.7,2,3,3.0,14
10.38,78.82,29.0,9.0,13.6,280,13.0,1006.0,29.71,0.0,0.0,70,75,35.5,2.0,1.0,9.8,427.3,6.6,10.3,0.7,10.2,16.4,1,1,3.0,14
12.93,79.13,26.0,16.0,10.1,273,13.0,1006.0,29.72,0.0,0.0,61,30,27.2,6.0,1.0,15.7,327.1,18.8,9.3,2.8,2.8,4.1,1,1,3.0,14
